,Rank,Player,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Position,HoF,Years Played
484,485.0,Clifford Ray,1972.0,1981.0,784.0,25.4,7.4,8.9,2.2,0.8,1.0,0.524,0.0,0.588,56.7,0.136,C,0,9.0
485,486.0,Manute Bol,1986.0,1995.0,624.0,18.7,2.6,4.2,0.3,0.2,3.3,0.40700000000000003,0.21,0.561,12.3,0.051,C,0,9.0
486,487.0,Joe Graboski,1949.0,1962.0,845.0,30.5,11.0,8.1,1.8,0.8,0.8,0.35200000000000004,0.17600000000000002,0.7,25.5,0.051,PF,0,13.0
487,488.0,Avery Johnson,1989.0,2004.0,1054.0,25.3,8.4,1.7,5.5,1.0,0.1,0.479,0.145,0.706,56.5,0.102,PG,0,15.0
488,489.0,Gene Banks,1982.0,1987.0,468.0,27.9,11.3,5.8,2.9,0.9,0.2,0.539,0.043,0.73,31.2,0.115,SF,0,5.0
489,490.0,Šarūnas Marčiulionis,1990.0,1997.0,363.0,22.4,12.8,2.3,2.2,1.3,0.1,0.505,0.369,0.768,20.0,0.11800000000000001,SG,0,7.0
490,491.0,Reggie Williams,1988.0,1997.0,599.0,26.7,12.5,4.0,2.5,1.3,0.7,0.43700000000000006,0.298,0.784,26.0,0.078,SF,0,9.0
491,492.0,Antoine Carr,1985.0,2000.0,987.0,20.0,9.3,3.4,1.1,0.4,0.9,0.503,0.13,0.78,42.1,0.102,PF,0,15.0
492,493.0,Joe Smith,1996.0,2011.0,1030.0,26.2,10.9,6.4,1.0,0.6,0.8,0.455,0.23800000000000002,0.79,60.3,0.107,PF,0,15.0
493,494.0,P.J. Brown,1994.0,2008.0,1089.0,31.1,9.1,7.7,1.5,0.8,1.0,0.46,0.136,0.794,89.8,0.128,PF,0,14.0
494,495.0,Drew Gooden,2003.0,2016.0,790.0,25.5,11.0,7.1,1.1,0.7,0.6,0.462,0.257,0.76,43.9,0.105,PF,0,13.0
495,496.0,Kevin Duckworth,1987.0,1997.0,684.0,25.5,11.8,5.8,0.9,0.5,0.5,0.46799999999999997,0.20800000000000002,0.736,24.7,0.068,C,0,10.0
496,497.0,Chris Kaman,2004.0,2016.0,735.0,26.7,11.2,7.6,1.3,0.4,1.3,0.489,0.042,0.743,24.6,0.06,C,0,12.0
497,498.0,Cuttino Mobley,1999.0,2009.0,747.0,37.0,16.0,3.9,2.7,1.2,0.4,0.433,0.37799999999999995,0.835,52.2,0.091,SG,0,10.0
498,499.0,David Wesley,1994.0,2007.0,949.0,31.9,12.5,2.5,4.4,1.3,0.2,0.424,0.368,0.7859999999999999,61.3,0.09699999999999999,SG,0,13.0
499,500.0,Pervis Ellison ,1990.0,2001.0,474.0,24.5,9.5,6.7,1.5,0.6,1.6,0.51,0.05,0.6890000000000001,21.8,0.09,C,0,11.0
